53.1625		0.0006	1519.8	150.3
80.898		0.0018	1716.5	15.3
223.2373	0.0014	1522.8	21.1
276.3997	0.0013	1284.6	7.9
302.851		0.0006	1222.5	7.1
356.0134	0.0006	1107.9	6.3
383.848		0.0012	1079.6	6.1
	
	
